icu_patients
8.0
10.0
32.0
1314.0
2.0
0.0
7.0
22.0
6.0
2174.0
465.0
0.0
828.0
17.0
5.0
3.0
236.0
5.0
3343.0
32.0
24.0
41.0
6.0
1.0
326.0
19.0
152.0
222.0
917.0
1134.0
418.0
3.0
15.0
1029.0
129.0
20.0
2168.0
34.0
16.0
5.0
6.0
82.0
828.0
23.0
78.0
10.0
162.0
233.0
0.0
6.0
15.0
868.0
128.0
0.0
53.0
0.0
36.0
13.0
6310.0
6.0
99.0
37.0
344.0
34.0
42.0
10.0
42.0
49.0
32.0
290.0
56.0
4.0
28.0
105.0
1010.0
2733.0
1.0
772.0
22.0
9034.0
189.0
613.0
32.0
7.0
551.0
278.0
90.0
111.0
39.0
17.0
245.0
2.0
1.0
86.0
6.0
1868.0
27.0
3147.0
21.0
6133.0
17.0
17.0
952.0
56.0
68.0
0.0
70.0
45.0
44.0
574.0
69.0
0.0
10230.0
6.0
0.0
2.0
4.0
160.0
4.0
2.0
7156.0
8.0
8.0
353.0
8.0
139.0
877.0
5.0
17.0
0.0
5.0
65.0
297.0
259.0
2.0
1.0
623.0
2.0
0.0
24.0
25.0
41.0
206.0
1041.0
1.0
0.0
271.0
55.0
0.0
1128.0
17.0
8547.0
762.0
1791.0
0.0
75.0
28.0
35.0
67.0
5597.0
2.0
0.0
35.0
107.0
79.0
7.0
35.0
167.0
15.0
213.0
0.0
358.0
104.0
1311.0
30.0
43.0
7.0
14039.0
33.0
81.0
24.0
0.0
7.0
876.0
41.0
0.0
36.0
28.0
3.0
11393.0
8.0
87.0
0.0
46.0
152.0
14646.0
17.0
6278.0
2173.0
1021.0
3.0
354.0
84.0
57.0
56.0
1.0
9.0
1.0
5.0
781.0
716.0
14.0
0.0
13.0
0.0
2.0
229.0
20.0
30.0
12.0
21.0
926.0
10414.0
12.0
35.0
102.0
851.0
162.0
40.0
139.0
27.0
43.0
61.0
0.0
55.0
0.0
56.0
45.0
7.0
1.0
17.0
87.0
14605.0
2.0
504.0
14.0
16.0
2.0
39.0
18.0
2.0
0.0
18.0
67.0
7.0
15.0
167.0
0.0
17.0
22.0
28.0
12845.0
56.0
8467.0
303.0
0.0
554.0
5380.0
35.0
131.0
6106.0
127.0
2.0
12.0
113.0
31.0
2.0
45.0
120.0
85.0
18.0
69.0
36.0
608.0
208.0
6.0
0.0
93.0
1.0
605.0
0.0
77.0
368.0
64.0
215.0
0.0
44.0
1198.0
1.0
17.0
11148.0
1027.0
2.0
240.0
25.0
1578.0
64.0
424.0
1.0
2.0
41.0
43.0
445.0
809.0
16.0
724.0
2516.0
75.0
222.0
1221.0
11.0
1270.0
136.0
0.0
9499.0
351.0
2.0
1.0
57.0
322.0
0.0
54.0
403.0
39.0
0.0
20.0
39.0
31.0
34.0
49.0
28.0
7.0
41.0
6.0
81.0
11.0
0.0
42.0
18.0
32.0
232.0
338.0
4.0
1418.0
41.0
0.0
50.0
1.0
160.0
75.0
93.0
6.0
617.0
14.0
3396.0
0.0
2.0
6.0
45.0
44.0
29.0
8.0
1.0
297.0
73.0
1618.0
1034.0
1.0
1.0
1260.0
6438.0
1501.0
6.0
0.0
0.0
0.0
239.0
0.0
7.0
1.0
5.0
265.0
68.0
361.0
27.0
27.0
14.0
78.0
8485.0
14.0
4.0
2.0
1.0
1.0
9.0
78.0
508.0
0.0
2.0
20.0
162.0
2.0
120.0
1.0
49.0
5.0
10463.0
44.0
239.0
4.0
1293.0
1.0
249.0
9994.0
77.0
22.0
1.0
498.0
26.0
23.0
23.0
27.0
24.0
43.0
60.0
234.0
236.0
1.0
73.0
3.0
5584.0
7.0
181.0
120.0
46.0
362.0
58.0
5.0
4.0
49.0
4.0
131.0
1270.0
2.0
1262.0
6.0
10990.0
92.0
16.0
154.0
7.0
3937.0
456.0
1.0
20.0
53.0
6.0
6556.0
1.0
0.0
7079.0
3.0
215.0
0.0
35.0
87.0
7.0
1.0
39.0
1.0
6646.0
6.0
52.0
41.0
2.0
53.0
1.0
3487.0
152.0
0.0
28.0
245.0
4.0
8585.0
13.0
217.0
74.0
3693.0
30.0
55.0
16.0
44.0
4.0
7.0
37.0
32.0
16.0
23.0
31.0
4.0
103.0
43.0
475.0
73.0
377.0
90.0
50.0
474.0
17.0
513.0
6317.0
12.0
11.0
35.0
436.0
15.0
6713.0
45.0
489.0
6.0
244.0
412.0
37.0
0.0
25.0
50.0
27.0
490.0
208.0
2.0
485.0
9978.0
17.0
11.0
17.0
0.0
0.0
340.0
219.0
95.0
63.0
385.0
43.0
464.0
181.0
263.0
1651.0
91.0
18.0
22.0
21.0
6.0
6542.0
1.0
6.0
684.0
59.0
1.0
0.0
58.0
3639.0
1.0
1467.0
18.0
525.0
84.0
9691.0
39.0
0.0
44.0
1.0
14.0
0.0
1.0
40.0
9.0
11.0
59.0
45.0
31.0
115.0
4.0
52.0
9136.0
115.0
42.0
7.0
0.0
77.0
205.0
9.0
51.0
438.0
13.0
7.0
45.0
21.0
6.0
7997.0
23.0
230.0
4.0
20.0
32.0
15.0
2267.0
50.0
5874.0
465.0
19.0
11.0
29.0
41.0
48.0
0.0
12693.0
46.0
34.0
5.0
8.0
67.0
151.0
56.0
114.0
53.0
502.0
107.0
5.0
35.0
30.0
21.0
9.0
98.0
213.0
6074.0
40.0
29.0
11.0
2.0
243.0
59.0
27.0
2.0
274.0
35.0
30.0
36.0
411.0
6683.0
40.0
2.0
72.0
5749.0
628.0
133.0
4.0
9.0
0.0
1.0
4.0
42.0
4.0
2635.0
26.0
138.0
34.0
37.0
32.0
82.0
0.0
85.0
8.0
24.0
49.0
235.0
6106.0
357.0
1.0
21.0
8.0
8182.0
54.0
224.0
89.0
1.0
74.0
230.0
15.0
0.0
3.0
0.0
155.0
244.0
5644.0
6.0
100.0
0.0
12628.0
1851.0
490.0
808.0
4.0
0.0
38.0
24.0
17.0
89.0
1.0
29.0
62.0
69.0
3.0
6.0
20.0
3.0
5464.0
60.0
6.0
17.0
64.0
73.0
19.0
228.0
12136.0
15.0
5.0
0.0
5314.0
19.0
135.0
15.0
5402.0
199.0
9.0
16.0
470.0
5.0
0.0
24.0
654.0
171.0
7.0
177.0
640.0
29.0
55.0
72.0
5.0
60.0
6.0
16.0
1071.0
32.0
66.0
3381.0
45.0
37.0
769.0
42.0
2009.0
70.0
1316.0
3.0
46.0
550.0
187.0
57.0
12.0
412.0
28.0
34.0
6.0
23.0
138.0
4.0
9049.0
27.0
118.0
35.0
186.0
66.0
25.0
221.0
5.0
446.0
10.0
166.0
0.0
81.0
7.0
24.0
1708.0
1939.0
1.0
502.0
69.0
79.0
6.0
40.0
3079.0
1.0
3770.0
0.0
248.0
9.0
80.0
733.0
31.0
686.0
36.0
0.0
457.0
0.0
3.0
4.0
0.0
6679.0
409.0
657.0
353.0
2.0
253.0
181.0
315.0
20.0
9.0
1.0
7.0
7292.0
164.0
10.0
72.0
2432.0
9.0
70.0
7737.0
44.0
223.0
64.0
11.0
62.0
69.0
7.0
29.0
3204.0
14.0
1223.0
82.0
492.0
185.0
0.0
4.0
992.0
72.0
638.0
5.0
15.0
828.0
4.0
47.0
2498.0
0.0
5.0
13620.0
103.0
61.0
81.0
11.0
3.0
31.0
56.0
42.0
208.0
196.0
139.0
7384.0
236.0
28.0
193.0
197.0
0.0
6.0
23.0
75.0
21.0
45.0
0.0
24.0
3.0
251.0
23.0
0.0
112.0
21.0
1.0
1.0
16.0
0.0
13.0
13285.0
1.0
42.0
245.0
8.0
23.0
65.0
188.0
35.0
4.0
5.0
77.0
248.0
120.0
171.0
106.0
49.0
10.0
10457.0
72.0
50.0
11.0
8.0
6.0
612.0
41.0
74.0
113.0
0.0
124.0
592.0
0.0
32.0
21.0
7.0
15.0
0.0
1.0
0.0
0.0
55.0
249.0
9.0
14.0
219.0
65.0
306.0
26.0
3.0
244.0
163.0
655.0
187.0
20.0
23.0
71.0
66.0
45.0
20.0
3.0
3.0
1.0
38.0
21.0
1.0
1.0
3.0
54.0
26.0
44.0
440.0
37.0
39.0
1.0
13.0
3.0
180.0
31.0
24.0
6501.0
2761.0
94.0
0.0
40.0
1.0
85.0
0.0
9.0
18.0
5.0
0.0
111.0
0.0
2.0
89.0
2.0
33.0
200.0
258.0
60.0
16.0
775.0
452.0
56.0
277.0
482.0
3.0
8.0
7020.0
0.0
19.0
166.0
98.0
18.0
2.0
102.0
0.0
30.0
61.0
5.0
573.0
72.0
15.0
5.0
750.0
567.0
511.0
3.0
6.0
2.0
77.0
41.0
7.0
31.0
16.0
17.0
6.0
245.0
1.0
15.0
197.0
63.0
1.0
130.0
1.0
867.0
0.0
0.0
6.0
44.0
46.0
9216.0
128.0
1409.0
6233.0
34.0
274.0
83.0
0.0
2.0
10337.0
5.0
3489.0
5.0
243.0
52.0
22.0
138.0
512.0
870.0
337.0
10.0
0.0
81.0
0.0
4.0
133.0
127.0
34.0
1179.0
1854.0
239.0
1.0
4.0
5733.0
99.0
4.0
36.0
224.0
11.0
43.0
749.0
20.0
1.0
43.0
86.0
11.0
28.0
5.0
461.0
30.0
40.0
99.0
61.0
169.0
2.0
19.0
364.0
1.0
394.0
5.0
13.0
408.0
20.0
9.0
139.0
215.0
0.0
3.0
73.0
0.0
74.0
46.0
1754.0
2.0
11.0
13.0
72.0
0.0
41.0
275.0
0.0
6.0
88.0
1289.0
35.0
4.0
96.0
45.0
0.0
19.0
6057.0
65.0
3.0
9986.0
2.0
10.0
4.0
18.0
74.0
23.0
66.0
1453.0
5981.0
1.0
3.0
0.0
7.0
83.0
6807.0
8.0
1.0
2.0
13.0
0.0
47.0
41.0
288.0
94.0
10539.0
6766.0
25.0
280.0
41.0
3.0
4.0
18.0
35.0
72.0
450.0
132.0
4.0
3994.0
17.0
72.0
6621.0
10207.0
521.0
57.0
62.0
8744.0
359.0
1664.0
7.0
42.0
3.0
10.0
72.0
7251.0
31.0
4967.0
7.0
76.0
2.0
6175.0
53.0
4.0
9.0
0.0
187.0
0.0
10.0
153.0
12.0
212.0
1.0
11.0
18.0
17.0
65.0
41.0
121.0
1958.0
3856.0
41.0
28.0
0.0
4.0
16.0
4.0
32.0
1.0
751.0
262.0
1119.0
6.0
0.0
368.0
16.0
3.0
2.0
1.0
109.0
42.0
88.0
1427.0
201.0
12.0
145.0
6.0
39.0
40.0
1002.0
5.0
8.0
629.0
30.0
293.0
367.0
14.0
6.0
67.0
3.0
20.0
169.0
228.0
113.0
10.0
6111.0
38.0
934.0
11.0
11780.0
7.0
22.0
35.0
589.0
273.0
143.0
74.0
9.0
27.0
3.0
6.0
166.0
1328.0
0.0
3351.0
0.0
2935.0
10.0
29.0
0.0
127.0
582.0
0.0
245.0
45.0
57.0
64.0
0.0
42.0
1.0
263.0
4.0
165.0
1.0
2.0
32.0
0.0
133.0
59.0
58.0
0.0
5.0
38.0
14.0
56.0
9.0
323.0
0.0
0.0
99.0
63.0
1694.0
7.0
0.0
148.0
0.0
3.0
2.0
531.0
9.0
366.0
55.0
0.0
473.0
0.0
21.0
6.0
1.0
0.0
32.0
26.0
796.0
137.0
732.0
14.0
0.0
75.0
67.0
5252.0
56.0
473.0
2655.0
11.0
48.0
0.0
50.0
42.0
168.0
24.0
12.0
43.0
0.0
69.0
4.0
230.0
0.0
6.0
1150.0
973.0
54.0
19.0
19.0
5930.0
9277.0
7413.0
0.0
182.0
84.0
34.0
651.0
65.0
1.0
11.0
117.0
1539.0
13.0
662.0
9437.0
20.0
125.0
1.0
570.0
49.0
41.0
78.0
541.0
0.0
5334.0
29.0
17.0
9.0
114.0
10.0
74.0
106.0
58.0
2.0
147.0
10655.0
0.0
131.0
105.0
33.0
3977.0
21.0
59.0
2.0
10328.0
287.0
0.0
8909.0
13.0
1335.0
190.0
33.0
9.0
11.0
245.0
205.0
27.0
34.0
38.0
0.0
5.0
238.0
11.0
6557.0
94.0
361.0
407.0
1479.0
6.0
128.0
10.0
0.0
1.0
608.0
168.0
44.0
522.0
22.0
4.0
387.0
6.0
26.0
24.0
40.0
2.0
204.0
267.0
1.0
35.0
10.0
5.0
33.0
0.0
16.0
2.0
2728.0
3.0
1234.0
256.0
10.0
53.0
3.0
12.0
10.0
24.0
5.0
56.0
41.0
41.0
4.0
255.0
7.0
375.0
9487.0
14.0
1.0
1.0
2.0
5229.0
14744.0
3.0
10.0
66.0
3.0
35.0
0.0
0.0
1.0
29.0
3497.0
22.0
476.0
58.0
29.0
6168.0
32.0
10380.0
80.0
358.0
8.0
448.0
646.0
226.0
240.0
67.0
800.0
6.0
43.0
31.0
496.0
12.0
38.0
93.0
4.0
84.0
9.0
36.0
176.0
1.0
7087.0
2.0
201.0
107.0
47.0
34.0
29.0
144.0
5.0
2.0
993.0
634.0
232.0
49.0
42.0
120.0
285.0
88.0
480.0
56.0
6359.0
385.0
63.0
15.0
477.0
0.0
1.0
62.0
108.0
0.0
11.0
0.0
38.0
10.0
36.0
11240.0
82.0
100.0
221.0
149.0
9.0
185.0
0.0
2.0
35.0
182.0
3.0
36.0
22.0
6384.0
106.0
18.0
188.0
10.0
35.0
80.0
7.0
41.0
136.0
52.0
6308.0
178.0
20.0
10.0
174.0
60.0
49.0
7.0
148.0
6.0
6948.0
54.0
460.0
9754.0
90.0
131.0
11.0
1058.0
138.0
209.0
11.0
49.0
1746.0
3.0
26.0
3.0
15.0
94.0
121.0
1.0
3.0
0.0
1.0
12450.0
367.0
134.0
4.0
36.0
100.0
628.0
1.0
29.0
85.0
4.0
89.0
14.0
28.0
14.0
72.0
3.0
89.0
24.0
65.0
3036.0
45.0
0.0
2.0
133.0
478.0
20.0
40.0
22.0
77.0
42.0
39.0
13.0
93.0
27.0
246.0
16.0
7.0
49.0
5.0
41.0
594.0
7220.0
0.0
73.0
2.0
479.0
60.0
0.0
77.0
4.0
142.0
15.0
21.0
143.0
263.0
220.0
66.0
0.0
1.0
3.0
687.0
2090.0
8733.0
13.0
4.0
42.0
52.0
0.0
57.0
23.0
0.0
0.0
53.0
3.0
29.0
64.0
5.0
17.0
745.0
6921.0
103.0
24.0
57.0
903.0
81.0
3762.0
233.0
6.0
49.0
1.0
5.0
15.0
12720.0
301.0
0.0
0.0
917.0
10484.0
944.0
34.0
2310.0
30.0
237.0
101.0
12.0
201.0
0.0
1.0
41.0
1030.0
73.0
15.0
456.0
75.0
41.0
3.0
478.0
20.0
2.0
155.0
63.0
8389.0
20.0
7.0
28.0
21.0
74.0
0.0
0.0
1210.0
11085.0
858.0
485.0
1.0
20.0
0.0
3.0
1.0
182.0
447.0
827.0
12.0
121.0
11.0
72.0
222.0
24.0
40.0
1.0
15130.0
8.0
25.0
1267.0
901.0
28.0
5.0
34.0
0.0
100.0
9.0
1163.0
360.0
122.0
82.0
40.0
6397.0
27.0
18.0
9.0
1.0
27.0
41.0
9934.0
8871.0
100.0
43.0
34.0
64.0
0.0
38.0
7.0
70.0
23.0
673.0
4.0
1.0
840.0
51.0
31.0
112.0
3375.0
27.0
149.0
74.0
942.0
1518.0
0.0
1456.0
10523.0
187.0
30.0
51.0
1956.0
517.0
432.0
345.0
22.0
23.0
19.0
0.0
42.0
3.0
79.0
0.0
67.0
103.0
15.0
31.0
8.0
1081.0
6630.0
97.0
9.0
19.0
195.0
36.0
146.0
36.0
4526.0
20.0
97.0
7.0
40.0
1.0
68.0
0.0
2.0
261.0
2.0
9.0
16.0
25.0
12.0
175.0
1020.0
205.0
31.0
7043.0
50.0
1.0
4392.0
2.0
